period,org_code,parent_org,org_name,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,total_a&e_attendances,date,attendance_zscore,is_outlier,is_anomaly,season,attendance_rolling_avg,attendance_lag_1
MSitAE-JANUARY-2020,RDY,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y03645,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),MORETON HEALTH MINOR INJURY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,5.0,2512.0,0.0,0.0,344.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RYY,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y03007,NHS ENGLAND MIDLANDS (WEST MIDLANDS),ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RET,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),THE WALTON CENTRE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NQT5F,NHS ENGLAND NORTH WEST (LANCASHIRE AND SOUTH CUMBRIA),SKELMERSDALE WALK IN CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y02533,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),PARKFIELD (H) MINOR EMERGENCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y02532,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),MIRIAM MINOR EMERGENCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NJS05,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NLX24,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),YATE WEST GATE CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NQT5H,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),PAULTON MEMORIAL HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,8J094,NHS ENGLAND MIDLANDS (WEST MIDLANDS),BADGER LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NR3,NHS ENGLAND MIDLANDS (NORTH MIDLANDS),NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RNU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,0.0,3027.0,0.0,0.0,1600.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RXQ,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,3275.0,875.0,0.0,770.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RXL,NHS ENGLAND NORTH WEST (LANCASHIRE AND SOUTH CUMBRIA),BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,37.0,2321.0,0.0,0.0,1012.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RA4,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1685.0,0.0,0.0,522.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RXH,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.0,21.0,3624.0,27.0,0.0,436.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y02615,NHS ENGLAND MIDLANDS (WEST MIDLANDS),SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y00751,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,C82010,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),OAKHAM MEDICAL PRACTICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),GOOLE & DISTRICT HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RGN,NHS ENGLAND EAST OF ENGLAND (EAST),NORTH WEST ANGLIA NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,3801.0,0.0,2.0,1896.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y01069,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y01231,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),THE WILBERFORCE HEALTH CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RD3,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),POOLE HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,8.0,1711.0,0.0,0.0,1626.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RGP,NHS ENGLAND EAST OF ENGLAND (EAST),JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,1457.0,0.0,0.0,429.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,M85813,NHS ENGLAND MIDLANDS (WEST MIDLANDS),BIRMINGHAM WIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,L83087,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),OKEHAMPTON MEDICAL CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RC1,NHS ENGLAND EAST OF ENGLAND (EAST),BEDFORD HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2130.0,0.0,0.0,332.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,732.0,0.0,0.0,307.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,NTP11,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",SOUTHAMPTON NHS TREATMENT CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,RAJ,NHS ENGLAND EAST OF ENGLAND (EAST),SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,1.0,2627.0,0.0,327.0,923.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
MSitAE-JANUARY-2020,Y02973,NHS ENGLAND LONDON,KINGS PARK SURGERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,2686.826886969583,95.73263236950808,1435.390912504694,636.5918137438979,1.0416823131806234,16.42883965452497,17172.648974668275,2020-01-01,0.0113053515217825,0,0,Winter,17172.648974668275,17172.648974668275
