period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department
MSitAE-APRIL-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15028.0,0.0,0.0,0.0,0.0,0.0,4313.0,0.0,0.0,0.0,0.0,0.0,1354.0,2.0,2969.0,0.0,0.0,179.0,April,2024,71.30023955283471,,,,,,
MSitAE-APRIL-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9767.0,1186.0,3547.0,0.0,0.0,0.0,3673.0,0.0,118.0,0.0,0.0,0.0,321.0,265.0,3741.0,824.0,0.0,1784.0,April,2024,62.393774956486126,,,,,,
MSitAE-APRIL-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,4382.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,6272.0,0.0,0.0,1630.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,6526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0.0,0.0,0.0,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0.0,0.0,1871.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,5566.0,0.0,0.0,327.0,0.0,0.0,238.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0.0,0.0,2476.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0.0,0.0,2482.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8335.0,0.0,0.0,432.0,0.0,0.0,2671.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,2872.0,0.0,0.0,470.0,April,2024,67.95440911817636,,,,,,
MSitAE-APRIL-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,493.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12195.0,0.0,0.0,545.0,0.0,0.0,4209.0,0.0,0.0,0.0,0.0,0.0,419.0,144.0,1364.0,0.0,0.0,276.0,April,2024,65.48585485854859,,,,,,
MSitAE-APRIL-2024,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,7556.0,0.0,0.0,592.0,0.0,0.0,304.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0.0,0.0,2355.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0.0,0.0,2758.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0.0,0.0,2858.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,5442.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14949.0,1654.0,7385.0,465.0,0.0,0.0,6916.0,196.0,466.0,69.0,0.0,0.0,2040.0,1268.0,4976.0,0.0,0.0,2327.0,April,2024,53.73603585524115,,,,,,
MSitAE-APRIL-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10569.0,0.0,0.0,27.0,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,158.0,17.0,1702.0,0.0,0.0,321.0,April,2024,83.25290945217144,,,,,,
MSitAE-APRIL-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0.0,0.0,2165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0.0,0.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4227.0,0.0,0.0,67.0,0.0,42.0,2040.0,0.0,0.0,0.0,0.0,0.0,265.0,144.0,848.0,0.0,0.0,188.0,April,2024,51.738821859474804,,,,,,
MSitAE-APRIL-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11308.0,594.0,2420.0,19.0,0.0,0.0,3500.0,17.0,55.0,13.0,0.0,0.0,337.0,907.0,1885.0,0.0,0.0,1130.0,April,2024,69.04846126636009,,,,,,
MSitAE-APRIL-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,10698.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0.0,0.0,2054.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11076.0,1348.0,5875.0,463.0,0.0,1423.0,5043.0,36.0,110.0,227.0,0.0,26.0,695.0,3.0,4348.0,17.0,0.0,1119.0,April,2024,54.46912242686891,,,,,,
MSitAE-APRIL-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8172.0,0.0,0.0,0.0,0.0,0.0,2707.0,0.0,0.0,0.0,0.0,0.0,593.0,2.0,2978.0,0.0,0.0,530.0,April,2024,66.87469407733725,,,,,,
MSitAE-APRIL-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,3132.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8081.0,0.0,7466.0,0.0,0.0,771.0,3123.0,0.0,329.0,0.0,0.0,2.0,841.0,1.0,3826.0,0.0,0.0,526.0,April,2024,61.353792847419875,,,,,,
MSitAE-APRIL-2024,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,10020.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0.0,0.0,3102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,4419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,6079.0,0.0,0.0,211.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,208.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0.0,0.0,101.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0.0,0.0,71.0,0.0,0.0,348.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0.0,0.0,75.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,5160.0,0.0,0.0,262.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,3359.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,April,2024,,,,,,,
MSitAE-APRIL-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6105.0,0.0,11367.0,0.0,0.0,0.0,3146.0,0.0,516.0,0.0,0.0,0.0,546.0,371.0,2190.0,0.0,50.0,1078.0,April,2024,48.468468468468465,,,,,,
MSitAE-APRIL-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6950.0,0.0,1392.0,132.0,0.0,0.0,2636.0,0.0,0.0,35.0,0.0,0.0,642.0,357.0,1644.0,0.0,0.0,405.0,April,2024,62.07194244604316,,,,,,
MSitAE-APRIL-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15174.0,0.0,8660.0,75.0,0.0,1253.0,6963.0,0.0,774.0,15.0,0.0,96.0,1435.0,943.0,3592.0,0.0,0.0,509.0,April,2024,54.11229735073152,,,,,,
MSitAE-APRIL-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9265.0,0.0,4928.0,164.0,0.0,689.0,2751.0,0.0,192.0,20.0,0.0,0.0,2125.0,135.0,3452.0,0.0,0.0,2022.0,April,2024,70.30760928224501,,,,,,
MSitAE-APRIL-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9087.0,0.0,8804.0,592.0,0.0,0.0,3344.0,0.0,112.0,0.0,0.0,0.0,1372.0,0.0,1996.0,0.0,0.0,226.0,April,2024,63.200176075712555,,,,,,
MSitAE-APRIL-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,6050.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,184.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10191.0,0.0,0.0,0.0,0.0,0.0,3246.0,0.0,0.0,0.0,0.0,0.0,643.0,479.0,3094.0,0.0,0.0,765.0,April,2024,68.14836620547541,,,,,,
MSitAE-APRIL-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,1182.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12732.0,0.0,5740.0,170.0,0.0,20.0,6543.0,0.0,42.0,66.0,0.0,0.0,824.0,248.0,3784.0,0.0,0.0,1505.0,April,2024,48.60980207351555,,,,,,
MSitAE-APRIL-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14649.0,2022.0,316.0,570.0,0.0,0.0,7071.0,119.0,5.0,267.0,0.0,0.0,695.0,519.0,3880.0,0.0,0.0,3931.0,April,2024,51.730493549047715,,,,,,
MSitAE-APRIL-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9911.0,0.0,2291.0,785.0,0.0,976.0,3222.0,0.0,26.0,0.0,0.0,0.0,249.0,0.0,3526.0,0.0,0.0,530.0,April,2024,67.49066693572799,,,,,,
MSitAE-APRIL-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8434.0,0.0,10404.0,264.0,0.0,278.0,3726.0,0.0,109.0,84.0,0.0,0.0,428.0,517.0,2485.0,0.0,0.0,1460.0,April,2024,55.82167417595447,,,,,,
MSitAE-APRIL-2024,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,3432.0,0.0,0.0,183.0,0.0,0.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,1691.0,0.0,0.0,21.0,0.0,0.0,142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,10114.0,0.0,0.0,647.0,0.0,0.0,247.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2024,,,,,,,
MSitAE-APRIL-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12739.0,0.0,4818.0,0.0,0.0,0.0,5255.0,0.0,0.0,0.0,0.0,0.0,863.0,131.0,3992.0,4.0,0.0,2340.0,April,2024,58.74872438966952,,,,,,
MSitAE-APRIL-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,15115.0,2307.0,0.0,0.0,0.0,0.0,5366.0,115.0,0.0,0.0,0.0,0.0,1201.0,350.0,5118.0,12.0,0.0,1458.0,April,2024,64.49884220972544,,,,,,
MSitAE-APRIL-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9299.0,910.0,2849.0,0.0,0.0,0.0,2164.0,0.0,0.0,0.0,0.0,0.0,623.0,94.0,2314.0,0.0,66.0,1500.0,April,2024,76.72868050327992,,,,,,
MSitAE-APRIL-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5628.0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,0.0,337.0,April,2024,87.34896943852168,,,,,,
MSitAE-APRIL-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4319.0,0.0,214.0,261.0,0.0,12.0,516.0,0.0,0.0,31.0,0.0,0.0,9.0,0.0,868.0,0.0,0.0,108.0,April,2024,88.05278999768464,,,,,,
MSitAE-APRIL-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21666.0,990.0,12046.0,0.0,0.0,0.0,8793.0,1.0,79.0,0.0,0.0,0.0,2206.0,181.0,5878.0,0.0,0.0,272.0,April,2024,59.41567432844087,,,,,,
MSitAE-APRIL-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,1265.0,0.0,0.0,139.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,18.0,April,2024,,,,,,,
MSitAE-APRIL-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13330.0,490.0,8542.0,643.0,0.0,487.0,6574.0,0.0,73.0,237.0,0.0,10.0,1060.0,927.0,5823.0,0.0,0.0,3002.0,April,2024,50.68267066766692,,,,,,
