period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,total_a&e_attendances
MSitAE-APRIL-2020,NTP11,NHS ENGLAND SOUTH EAST ,SOUTHAMPTON NHS TREATMENT CENTRE,0.0,0.0,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1582.0
MSitAE-APRIL-2020,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1171.0
MSitAE-APRIL-2020,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,4073.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,924.0,0.0,0.0,120.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,4073.0
MSitAE-APRIL-2020,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,85.0
MSitAE-APRIL-2020,RBZ,NHS ENGLAND SOUTH WEST ,NORTHERN DEVON HEALTHCARE NHS TRUST,2346.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,781.0,0.0,0.0,202.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
MSitAE-APRIL-2020,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2020,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,2595.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2595.0
MSitAE-APRIL-2020,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,69.0
MSitAE-APRIL-2020,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,99.0
MSitAE-APRIL-2020,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,2163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2163.0
MSitAE-APRIL-2020,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,724.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,724.0
MSitAE-APRIL-2020,Y03082,NHS ENGLAND LONDON,HAROLD WOOD WIC,0.0,0.0,1346.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1346.0
MSitAE-APRIL-2020,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,283.0
MSitAE-APRIL-2020,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2020,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,54.0
MSitAE-APRIL-2020,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,112.0
MSitAE-APRIL-2020,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,374.0
MSitAE-APRIL-2020,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,118.0
MSitAE-APRIL-2020,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,3609.0,794.0,1159.0,0.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,1937.0,463.0,0.0,500.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,5562.0
MSitAE-APRIL-2020,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,2654.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,951.0,0.0,0.0,254.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2654.0
MSitAE-APRIL-2020,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2062.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,185.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2062.0
MSitAE-APRIL-2020,Y02961,NHS ENGLAND MIDLANDS ,SUMMERFIELD GP SURG & URGENT CARE CENTRE,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,728.0
MSitAE-APRIL-2020,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,38.0
MSitAE-APRIL-2020,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1222.0
MSitAE-APRIL-2020,M85813,NHS ENGLAND MIDLANDS ,BIRMINGHAM WIC,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,360.0
MSitAE-APRIL-2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS NHS TRUST,5630.0,29.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,2369.0,0.0,0.0,1135.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,6580.0
MSitAE-APRIL-2020,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1429.0
MSitAE-APRIL-2020,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,614.0
MSitAE-APRIL-2020,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1064.0
MSitAE-APRIL-2020,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2020,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,708.0
MSitAE-APRIL-2020,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,3357.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1070.0,0.0,0.0,35.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,3357.0
MSitAE-APRIL-2020,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3546.0,0.0,824.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,1661.0,0.0,0.0,327.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,4370.0
MSitAE-APRIL-2020,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5897.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,1741.0,0.0,0.0,511.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,5897.0
MSitAE-APRIL-2020,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4301.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1343.0,0.0,0.0,238.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,4301.0
MSitAE-APRIL-2020,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,150.0
MSitAE-APRIL-2020,Y03094,NHS ENGLAND LONDON,THE JUNCTION HC - UNREGISTERED PATIENTS,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,472.0
MSitAE-APRIL-2020,RYR,NHS ENGLAND SOUTH EAST ,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,6866.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2636.0,0.0,0.0,650.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,6866.0
MSitAE-APRIL-2020,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,6895.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1939.0,0.0,0.0,633.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,6895.0
MSitAE-APRIL-2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1383.0
MSitAE-APRIL-2020,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,3492.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,799.0,0.0,0.0,305.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,3492.0
MSitAE-APRIL-2020,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,297.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,396.0
MSitAE-APRIL-2020,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,192.0
MSitAE-APRIL-2020,RXW,NHS ENGLAND MIDLANDS ,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,5504.0,0.0,176.0,0.0,0.0,0.0,1084.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1750.0,0.0,6.0,767.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,5680.0
MSitAE-APRIL-2020,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,3744.0,0.0,3558.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,107.0,2.0,1620.0,0.0,0.0,456.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,7302.0
MSitAE-APRIL-2020,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0.0,0.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,787.0
MSitAE-APRIL-2020,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,6379.0,0.0,1929.0,0.0,0.0,0.0,922.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,2217.0,0.0,0.0,405.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,8308.0
MSitAE-APRIL-2020,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0.0,0.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2026.0
MSitAE-APRIL-2020,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,2252.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,750.0,0.0,0.0,112.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,2252.0
MSitAE-APRIL-2020,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,4600.0,0.0,1879.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,1686.0,0.0,0.0,426.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,6479.0
MSitAE-APRIL-2020,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,7297.0,0.0,21.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2671.0,0.0,1007.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,7318.0
MSitAE-APRIL-2020,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,501.0
MSitAE-APRIL-2020,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,492.0
MSitAE-APRIL-2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,1630.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1630.0
MSitAE-APRIL-2020,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,148.0
MSitAE-APRIL-2020,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,872.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,872.0
MSitAE-APRIL-2020,NQ106,NHS ENGLAND EAST OF ENGLAND ,FRYATT HOSPITAL,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,71.0
MSitAE-APRIL-2020,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,3406.0,0.0,903.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1511.0,0.0,0.0,61.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,4309.0
MSitAE-APRIL-2020,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1023.0
MSitAE-APRIL-2020,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,3863.0,0.0,480.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2215.0,0.0,0.0,388.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,4343.0
MSitAE-APRIL-2020,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE ,ST.GEORGE'S CENTRE,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,1012.0
MSitAE-APRIL-2020,NQ108,NHS ENGLAND EAST OF ENGLAND ,CLACTON HOSPITAL,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,810.0
MSitAE-APRIL-2020,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7092.0,0.0,40.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,293.0,2.0,2077.0,0.0,0.0,494.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,7132.0
MSitAE-APRIL-2020,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,4769.0,0.0,211.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1835.0,0.0,0.0,200.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,4980.0
MSitAE-APRIL-2020,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,92.0
MSitAE-APRIL-2020,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,6049.0,0.0,1087.0,0.0,0.0,0.0,742.0,0.0,1.0,0.0,0.0,0.0,117.0,0.0,1619.0,0.0,0.0,416.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,7136.0
MSitAE-APRIL-2020,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,April,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
