period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,log_attendances,total_a&e_attendances
MSitAE-JANUARY-2019,RHU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",PORTSMOUTH HOSPITALS NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,3457.0,0.0,3.0,1715.0,January,2019,92.47943595769684,10055.0,740.0,1832.0,3858.0,2.0,3.0,8.538367426647644,4598.683903110899
MSitAE-JANUARY-2019,RXG,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,January,2019,92.47943595769684,9271.4,0.0,0.0,3356.0,0.0,0.0,8.538367426647644,4617.057799533295
MSitAE-JANUARY-2019,Y02816,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",EASTBOURNE STATION HEALTH CENTRE,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,8487.8,0.0,1477.0,2854.0,0.0,0.0,8.538367426647644,4635.431695955692
MSitAE-JANUARY-2019,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,January,2019,92.47943595769684,7704.2,0.0,0.0,2352.0,0.0,0.0,8.538367426647644,4653.8055923780885
MSitAE-JANUARY-2019,Y03051,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",HASTINGS MED P & WALKIN,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,6920.6,0.0,1939.0,1850.0,0.0,2.0,8.538367426647644,4672.179488800484
MSitAE-JANUARY-2019,RJR,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,1952.0,0.0,0.0,778.0,January,2019,92.47943595769684,6137.0,0.0,619.0,1348.0,0.0,4.0,8.538367426647644,4690.553385222881
MSitAE-JANUARY-2019,R1F,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",ISLE OF WIGHT NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,437.0,3.0,942.0,0.0,0.0,178.0,January,2019,92.47943595769684,3559.0,0.0,890.0,810.0,0.0,0.0,8.538367426647644,4708.927281645277
MSitAE-JANUARY-2019,Y03094,NHS ENGLAND LONDON,THE JUNCTION HC - UNREGISTERED PATIENTS,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,4590.5,0.0,3622.0,839.5,0.0,0.0,8.538367426647644,4727.301178067673
MSitAE-JANUARY-2019,RD3,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),POOLE HOSPITAL NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,1879.0,0.0,0.0,1513.0,January,2019,92.47943595769684,5622.0,0.0,1701.0,869.0,0.0,3.0,8.538367426647644,4745.675074490069
MSitAE-JANUARY-2019,NNJ,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),DHU HEALTH CARE C.I.C,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,5784.333333333333,0.0,1998.0,993.0,0.0,6.0,8.538367426647644,4764.048970912466
MSitAE-JANUARY-2019,AJN,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),WORKINGTON HEALTH LIMITED,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,5946.666666666667,0.0,408.0,1117.0,0.0,0.0,8.538367426647644,4782.422867334862
MSitAE-JANUARY-2019,REF,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),ROYAL CORNWALL HOSPITALS NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,2648.0,0.0,37.0,1136.0,January,2019,92.47943595769684,6109.0,0.0,9490.0,1241.0,0.0,27.0,8.538367426647644,4800.796763757258
MSitAE-JANUARY-2019,NL7,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,10705.0,0.0,6198.0,1356.3333333333333,0.0,0.0,8.538367426647644,4819.170660179654
MSitAE-JANUARY-2019,NQT5H,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),PAULTON MEMORIAL HOSPITAL,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,15301.0,0.0,690.0,1471.6666666666667,0.0,4.0,8.538367426647644,4837.544556602051
MSitAE-JANUARY-2019,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,4517.0,0.0,0.0,301.0,January,2019,92.47943595769684,19897.0,0.0,10133.0,1587.0,0.0,147.0,8.538367426647644,4855.918453024447
MSitAE-JANUARY-2019,RE9,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),SOUTH TYNESIDE NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,1376.0,0.0,0.0,32.0,January,2019,92.47943595769684,5431.0,0.0,744.0,451.0,0.0,3.0,8.538367426647644,4874.292349446843
MSitAE-JANUARY-2019,RLQ,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WYE VALLEY NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,430.0,1.0,1500.0,0.0,0.0,212.0,January,2019,92.47943595769684,4952.0,0.0,0.0,1520.0,0.0,0.0,8.538367426647644,4892.66624586924
MSitAE-JANUARY-2019,Y01231,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,7790.0,0.0,2589.0,2301.0,0.0,2.0,8.538367426647644,4911.040142291636
MSitAE-JANUARY-2019,NQT5F,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),SKELMERSDALE WALK IN CENTRE,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,10628.0,0.0,2048.0,3082.0,0.0,2.0,8.538367426647644,4929.414038714032
MSitAE-JANUARY-2019,Y01069,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,13466.0,0.0,3534.0,3863.0,0.0,0.0,8.538367426647644,4947.787935136428
MSitAE-JANUARY-2019,L83087,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),OKEHAMPTON MEDICAL CENTRE,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,16304.0,0.0,111.0,4644.0,0.0,0.0,8.538367426647644,4966.161831558825
MSitAE-JANUARY-2019,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,19142.0,0.0,18386.0,5425.0,0.0,254.0,8.538367426647644,4984.535727981221
MSitAE-JANUARY-2019,R0A,NHS ENGLAND NORTH (GREATER MANCHESTER),MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,1506.0,0.0,6985.0,183.0,191.0,1514.0,January,2019,92.47943595769684,21980.0,3703.0,9394.0,6206.0,66.0,67.0,8.538367426647644,5002.909624403617
MSitAE-JANUARY-2019,RD1,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,2751.0,0.0,18.0,1440.0,January,2019,92.47943595769684,6214.0,0.0,1094.0,1976.0,0.0,6.0,8.538367426647644,5021.283520826013
MSitAE-JANUARY-2019,C82010,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),OAKHAM MEDICAL PRACTICE,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,4931.5,0.0,281.0,1380.0,0.0,0.0,8.538367426647644,5039.65741724841
MSitAE-JANUARY-2019,RBZ,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),NORTHERN DEVON HEALTHCARE NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,1209.0,0.0,2.0,620.0,January,2019,92.47943595769684,3649.0,0.0,831.0,784.0,0.0,0.0,8.538367426647644,5058.031313670806
MSitAE-JANUARY-2019,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,1930.0,0.0,0.0,214.0,January,2019,92.47943595769684,6272.0,0.0,8153.0,2687.0,0.0,102.0,8.538367426647644,5076.405210093202
MSitAE-JANUARY-2019,C82009,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MARKET HARBOROUGH MED.CTR,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,8146.0,0.0,330.0,2983.0,0.0,0.0,8.538367426647644,5094.779106515599
MSitAE-JANUARY-2019,RBN,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,4561.0,0.0,0.0,409.0,January,2019,92.47943595769684,10020.0,0.0,0.0,3279.0,0.0,0.0,8.538367426647644,5113.153002937995
MSitAE-JANUARY-2019,RR7,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),GATESHEAD HEALTH NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,1972.0,0.0,0.0,280.0,January,2019,92.47943595769684,8332.0,0.0,2574.0,1031.0,0.0,1.0,8.538367426647644,5131.526899360391
MSitAE-JANUARY-2019,Y00751,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",EAST BERKS PRIMARY CARE OOH(WAM),5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,9453.0,0.0,4640.0,2761.5,0.0,28.0,8.538367426647644,5149.900795782787
MSitAE-JANUARY-2019,RWP,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,1602.0,170.0,3182.0,0.0,0.0,1148.0,January,2019,92.47943595769684,10574.0,0.0,5217.0,4492.0,0.0,1.0,8.538367426647644,5168.274692205184
MSitAE-JANUARY-2019,Y04538,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BRACKNELL URGENT CARE CENTRE WIC,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,12191.5,0.0,3326.0,4224.0,0.0,0.0,8.538367426647644,5186.64858862758
MSitAE-JANUARY-2019,RXK,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,894.0,0.0,3846.0,33.0,0.0,610.0,January,2019,92.47943595769684,13809.0,1078.0,3155.0,3956.0,7.0,0.0,8.538367426647644,5205.022485049976
MSitAE-JANUARY-2019,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,January,2019,92.47943595769684,9885.5,0.0,0.0,2397.5,0.0,0.0,8.538367426647644,5223.396381472372
MSitAE-JANUARY-2019,RGR,NHS ENGLAND MIDLANDS AND EAST (EAST),WEST SUFFOLK NHS FOUNDATION TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,2242.0,0.0,0.0,874.0,January,2019,92.47943595769684,5962.0,0.0,409.0,839.0,0.0,0.0,8.538367426647644,5241.770277894769
MSitAE-JANUARY-2019,RC1,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),BEDFORD HOSPITAL NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2036.0,0.0,0.0,264.0,January,2019,92.47943595769684,6358.0,0.0,815.0,824.0,0.0,0.0,8.538367426647644,5260.1441743171645
MSitAE-JANUARY-2019,Y02666,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),SALISBURY WALK-IN HC,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,6019.5,0.0,1406.0,1126.0,0.0,0.0,8.538367426647644,5278.518070739561
MSitAE-JANUARY-2019,RCX,NHS ENGLAND MIDLANDS AND EAST (EAST),"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,558.0,3.0,2258.0,0.0,0.0,885.0,January,2019,92.47943595769684,5681.0,0.0,0.0,1428.0,0.0,0.0,8.538367426647644,5296.891967161958
MSitAE-JANUARY-2019,Y02973,NHS ENGLAND LONDON,KINGS PARK SURGERY,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2019,92.47943595769684,11805.5,0.0,809.0,2674.0,0.0,0.0,8.538367426647644,5315.265863584354
MSitAE-JANUARY-2019,RXF,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),MID YORKSHIRE HOSPITALS NHS TRUST,5106.0,0.0,1813.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,1325.0,0.0,4184.0,0.0,167.0,1284.0,January,2019,92.47943595769684,17930.0,0.0,3635.0,3920.0,0.0,10.0,8.538367426647644,5333.63976000675
